order_id,customer_id,product_id,order_date,quantity,discount_pct,payment_method,payment_status,shipping_cost,return_flag
8789,7384,33,2023-07-26,1,5.0,UPI,Completed,117.05,0
8790,270,77,2023-11-01,4,0.0,COD,Completed,115.52,0
8791,6620,68,2024-11-22,4,0.0,NetBanking,Completed,81.33,0
8792,5648,50,2023-06-27,1,5.0,UPI,Completed,55.61,0
8793,928,158,2023-07-05,3,0.0,UPI,Completed,97.81,0
8794,64,198,2024-05-27,1,5.0,NetBanking,Completed,83.21,1
8795,7919,258,2024-04-02,1,10.0,NetBanking,Completed,,0
8796,4556,34,2023-11-21,2,5.0,UPI,Completed,107.97,0
8797,5136,212,2024-07-24,1,10.0,NetBanking,Completed,54.45,0
8798,6708,272,2023-06-19,4,20.0,COD,Completed,82.11,0
8799,1043,64,2023-07-28,4,20.0,COD,Completed,95.19,0
8800,5445,155,2023-05-21,1,15.0,Card,Completed,115.11,0
8801,5004,269,2024-09-13,2,15.0,NetBanking,Completed,44.82,0
8802,4189,40,2024-01-07,2,10.0,UPI,Completed,117.54,0
8803,4869,160,2023-03-20,4,15.0,NetBanking,Completed,95.75,1
8804,810,14,2023-02-19,2,5.0,NetBanking,Refunded,99.07,1
8805,2042,120,2024-11-05,4,30.0,Card,Refunded,107.93,0
8806,3089,46,2023-01-23,3,0.0,UPI,Completed,60.81,0
8807,1647,110,2023-12-17,3,15.0,Card,Refunded,70.63,0
8808,4936,219,2023-03-20,4,15.0,Card,Completed,71.77,0
8809,488,121,2023-05-23,3,20.0,COD,Completed,122.0,0
8810,7262,289,2023-01-28,4,10.0,UPI,Completed,125.6,0
8811,3082,46,2023-12-28,1,0.0,Card,Completed,135.55,0
8812,1748,54,2023-09-25,1,15.0,COD,Completed,128.02,0
8813,749,54,2024-12-29,4,5.0,UPI,Completed,79.21,0
8814,3838,4,2023-05-06,2,30.0,Card,Completed,93.84,0
8815,528,240,2023-10-15,2,5.0,COD,Completed,143.68,0
8816,7657,80,2023-12-23,4,5.0,NetBanking,Completed,92.21,0
8817,1168,201,2024-07-22,2,5.0,NetBanking,Completed,73.5,0
8818,4650,202,2023-10-14,4,15.0,UPI,Completed,48.9,0
8819,4611,256,2023-10-23,2,5.0,COD,Completed,116.86,0
8820,3542,199,2023-11-05,4,15.0,NetBanking,Completed,89.03,0
8821,4473,73,2024-07-01,4,5.0,UPI,Completed,147.19,0
8822,3740,176,2023-11-29,2,20.0,COD,Completed,83.01,0
8823,7662,219,2023-04-25,1,5.0,NetBanking,Completed,104.06,0
8824,5805,224,2024-01-13,2,5.0,Card,Completed,92.55,0
8825,484,283,2024-09-09,3,5.0,UPI,Completed,114.9,0
8826,452,281,2024-02-24,3,30.0,COD,Completed,114.36,0
8827,4070,93,2024-09-18,3,0.0,Card,Completed,135.79,0
8828,5656,152,2023-04-28,4,10.0,NetBanking,Completed,103.14,0
8829,6931,80,2024-04-11,1,10.0,UPI,Completed,64.77,0
8830,5195,208,2024-07-16,3,15.0,NetBanking,Completed,93.16,0
8831,7208,92,2024-04-09,3,5.0,UPI,Completed,51.18,0
8832,4398,20,2024-07-06,4,5.0,UPI,Completed,115.26,0
8833,5672,53,2023-11-05,1,10.0,Card,Completed,70.69,0
8834,3134,83,2023-08-28,2,10.0,COD,Completed,50.04,0
8835,1774,74,2023-11-11,3,0.0,UPI,Completed,73.16,0
8836,5623,130,2023-12-28,4,10.0,Card,Refunded,87.54,0
8837,999,259,2023-03-19,2,0.0,COD,Completed,60.39,0
8838,7413,184,2024-08-13,1,10.0,NetBanking,Completed,84.93,0
8839,2066,66,2024-03-08,4,5.0,UPI,Failed,116.93,0
8840,7820,153,2023-07-07,3,20.0,NetBanking,Failed,123.7,0
8841,398,196,2024-11-01,2,0.0,Card,Completed,107.42,0
8842,5103,15,2023-01-03,1,15.0,COD,Completed,50.84,0
8843,6738,210,2023-10-22,3,10.0,Card,Completed,82.79,0
8844,6333,135,2024-02-26,4,20.0,NetBanking,Completed,144.49,1
8845,7788,82,2023-06-17,2,10.0,NetBanking,Refunded,55.05,0
8846,7914,71,2023-01-24,1,15.0,NetBanking,Completed,55.99,0
8847,1804,297,2023-11-16,3,0.0,UPI,Completed,148.77,0
8848,2152,172,2023-01-28,3,15.0,NetBanking,Completed,124.94,0
8849,1947,123,2024-11-22,1,15.0,Card,Completed,102.97,0
8850,3718,289,2024-08-21,1,0.0,Card,Completed,97.18,0
8851,3416,210,2024-01-27,3,5.0,NetBanking,Completed,67.12,0
8852,1395,64,2024-08-07,3,10.0,NetBanking,Completed,95.36,0
8853,4129,63,2024-11-07,1,20.0,UPI,Completed,64.96,1
8854,6893,8,2024-12-18,4,5.0,COD,Refunded,93.34,0
8855,2422,245,2024-06-07,4,10.0,COD,Refunded,41.85,0
8856,3920,165,2024-04-11,2,5.0,Card,Completed,66.21,0
8857,7346,93,2024-04-28,3,5.0,Card,Completed,89.37,0
8858,3084,284,2024-08-22,3,15.0,UPI,Refunded,90.38,0
8859,2789,199,2024-08-20,4,10.0,NetBanking,Completed,141.14,0
8860,1845,124,2023-10-11,1,10.0,COD,Failed,42.73,1
8861,1805,55,2023-08-20,4,10.0,UPI,Completed,113.98,0
8862,890,190,2023-08-08,2,15.0,COD,Completed,109.58,0
8863,2504,143,2024-02-08,2,10.0,UPI,Completed,147.98,0
8864,1894,97,2024-11-05,4,0.0,NetBanking,Completed,83.26,1
8865,1667,197,2024-02-11,1,15.0,Card,Completed,50.43,0
8866,4345,285,2023-01-27,2,20.0,UPI,Completed,73.38,0
8867,6592,81,2024-12-10,1,10.0,NetBanking,Completed,80.43,0
8868,3066,109,2024-07-27,1,20.0,Card,Completed,90.29,0
8869,5076,283,2024-11-28,3,10.0,NetBanking,Completed,82.77,0
8870,3642,209,2024-04-29,4,5.0,UPI,Completed,114.31,0
8871,3076,115,2023-08-15,4,0.0,Card,Completed,67.02,0
8872,1260,241,2023-06-23,4,20.0,COD,Completed,124.68,0
8873,2221,279,2023-10-02,4,0.0,UPI,Completed,86.3,0
8874,5442,204,2023-03-30,1,5.0,NetBanking,Completed,107.77,0
8875,2419,201,2023-05-08,4,15.0,Card,Completed,80.63,0
8876,5668,155,2024-10-07,4,10.0,Card,Completed,139.13,0
8877,2839,265,2024-08-16,4,10.0,UPI,Refunded,125.23,0
8878,2797,289,2024-05-22,3,0.0,Card,Completed,100.7,0
8879,787,70,2023-06-14,3,20.0,UPI,Completed,124.2,0
8880,3368,179,2023-07-27,4,0.0,Card,Completed,100.35,0
8881,4936,168,2024-08-16,1,5.0,COD,Completed,69.91,0
8882,2448,6,2024-07-10,3,0.0,COD,Completed,74.57,0
8883,3130,132,2023-09-08,1,0.0,Card,Completed,149.82,0
8884,1899,259,2023-10-05,3,0.0,Card,Completed,104.64,0
8885,7698,141,2023-03-18,3,5.0,NetBanking,Completed,76.05,0
8886,6692,282,2024-07-08,1,0.0,UPI,Completed,42.78,0
8887,4504,290,2024-11-15,1,5.0,UPI,Completed,145.24,0
8888,6785,205,2024-07-20,2,15.0,COD,Failed,82.94,1
8889,3585,181,2023-07-17,4,0.0,COD,Completed,60.34,0
8890,4160,47,2024-08-29,3,0.0,NetBanking,Completed,67.55,0
8891,6718,136,2023-02-03,4,20.0,NetBanking,Completed,101.93,0
8892,3950,233,2023-12-30,1,5.0,UPI,Completed,119.71,0
8893,2468,202,2024-01-01,3,0.0,NetBanking,Completed,106.43,1
8894,2194,32,2024-07-24,2,5.0,NetBanking,Completed,149.16,0
8895,7440,277,2024-04-10,4,5.0,COD,Completed,92.79,0
8896,17,192,2023-09-11,2,10.0,UPI,Refunded,103.04,0
8897,7960,91,2023-07-30,3,20.0,NetBanking,Completed,123.56,0
8898,6242,71,2023-07-03,1,0.0,COD,Completed,109.93,0
8899,6596,298,2023-02-24,3,20.0,UPI,Completed,125.93,0
8900,7907,35,2023-03-21,2,20.0,NetBanking,Completed,83.74,0
8901,3023,220,2023-07-31,1,10.0,NetBanking,Completed,50.88,1
8902,4994,199,2023-07-25,3,10.0,NetBanking,Completed,57.42,0
8903,5112,106,2024-11-21,1,10.0,NetBanking,Completed,67.8,1
8904,1267,52,2023-10-25,3,5.0,UPI,Completed,123.47,0
8905,479,17,2024-12-08,2,10.0,COD,Refunded,89.95,0
8906,4297,9,2024-10-17,3,10.0,UPI,Completed,133.82,0
8907,3978,180,2023-06-01,4,10.0,COD,Completed,100.61,0
8908,6069,3,2023-07-24,3,0.0,NetBanking,Completed,84.12,0
8909,3545,278,2023-02-11,1,10.0,NetBanking,Completed,52.46,0
8910,4275,182,2024-08-16,1,0.0,Card,Completed,135.4,0
8911,6652,292,2023-12-11,1,10.0,Card,Completed,130.06,0
8912,4549,167,2023-04-06,1,5.0,UPI,Refunded,98.76,0
8913,6414,251,2023-10-16,1,20.0,NetBanking,Completed,90.03,0
8914,7402,274,2024-04-30,2,15.0,NetBanking,Completed,67.9,0
8915,7792,81,2023-10-19,2,5.0,COD,Completed,62.54,0
8916,486,27,2023-08-25,4,20.0,Card,Failed,91.8,0
8917,4089,118,2023-12-27,3,10.0,UPI,Completed,119.14,0
8918,6120,227,2024-11-08,1,5.0,NetBanking,Failed,117.71,0
8919,4674,195,2024-10-03,2,0.0,Card,Completed,59.93,0
8920,338,141,2023-05-10,4,5.0,Card,Completed,62.49,0
8921,861,273,2023-11-06,4,0.0,NetBanking,Completed,119.1,0
8922,6901,243,2024-06-08,3,5.0,NetBanking,Completed,115.25,0
8923,6901,17,2023-01-10,3,0.0,COD,Completed,104.22,0
8924,2004,184,2024-05-12,1,5.0,COD,Completed,122.29,0
8925,1472,48,2023-03-09,1,20.0,UPI,Completed,84.24,0
8926,6728,16,2024-02-17,2,5.0,UPI,Completed,70.03,0
8927,2043,193,2024-05-14,4,20.0,Card,Completed,72.87,0
8928,3429,283,2024-11-07,4,20.0,Card,Completed,47.37,0
8929,3121,14,2024-08-29,1,5.0,Card,Completed,61.42,0
8930,1520,228,2024-09-06,3,,UPI,Completed,67.98,0
8931,6490,116,2023-12-15,2,5.0,Card,Completed,73.19,0
8932,702,224,2024-08-08,2,20.0,Card,Completed,145.5,1
8933,4389,29,2023-07-10,1,30.0,Card,Completed,,0
8934,7857,28,2023-01-01,2,0.0,COD,Completed,50.14,1
8935,4036,46,2024-09-20,3,5.0,UPI,Completed,58.18,0
8936,3745,60,2023-08-19,4,15.0,UPI,Completed,43.19,0
8937,1174,148,2024-05-29,3,20.0,UPI,Completed,135.99,0
8938,1606,52,2023-01-12,1,20.0,COD,Completed,49.93,0
8939,5665,150,2024-12-02,2,15.0,NetBanking,Completed,77.86,0
8940,6940,144,2023-01-26,1,5.0,NetBanking,Completed,78.59,0
8941,1880,149,2024-08-26,1,20.0,NetBanking,Completed,77.7,1
8942,5118,172,2024-02-07,3,10.0,COD,Completed,111.83,1
8943,5380,149,2024-05-18,3,0.0,Card,Refunded,87.25,0
8944,3394,104,2024-09-01,1,0.0,UPI,Completed,99.5,1
8945,2125,139,2024-10-23,4,0.0,Card,Completed,64.42,0
8946,5230,120,2023-10-11,3,0.0,UPI,Completed,50.76,1
8947,6961,37,2024-07-02,2,5.0,COD,Refunded,112.43,0
8948,4992,172,2024-07-18,2,15.0,COD,Failed,95.56,0
8949,6795,124,2024-03-19,1,20.0,COD,Completed,106.61,0
8950,4643,278,2024-12-07,1,0.0,COD,Completed,80.46,0
8951,1447,212,2023-09-05,1,10.0,COD,Completed,141.93,0
8952,6538,194,2023-12-09,2,0.0,NetBanking,Completed,98.46,0
8953,3307,21,2024-12-29,3,10.0,NetBanking,Completed,138.78,0
8954,3402,241,2024-05-08,1,20.0,NetBanking,Completed,48.05,0
8955,3784,145,2024-04-14,1,10.0,UPI,Refunded,119.05,0
8956,2373,292,2024-07-02,3,10.0,Card,Completed,119.31,0
8957,151,142,2023-06-24,2,15.0,COD,Completed,123.09,0
8958,7714,165,2024-10-14,2,5.0,NetBanking,Completed,69.81,0
8959,1660,134,2024-04-14,1,10.0,UPI,Failed,112.79,0
8960,6140,178,2023-12-09,1,0.0,Card,Completed,116.33,1
8961,879,85,2024-06-29,1,5.0,Card,Completed,78.35,0
8962,7200,205,2023-12-05,2,0.0,UPI,Completed,117.55,0
8963,2320,38,2024-02-09,3,15.0,NetBanking,Completed,95.83,0
8964,2884,166,2024-05-08,1,0.0,UPI,Completed,53.68,0
8965,5942,24,2023-11-14,1,15.0,UPI,Completed,102.97,0
8966,7804,18,2024-03-21,4,5.0,Card,Refunded,79.69,1
8967,3996,160,2023-01-25,2,5.0,Card,Completed,52.26,0
8968,2416,222,2023-11-01,3,15.0,COD,Completed,113.25,0
8969,1516,102,2024-06-13,3,20.0,NetBanking,Completed,81.61,0
8970,3388,89,2023-02-06,3,5.0,Card,Completed,139.99,0
8971,590,158,2023-01-27,4,0.0,Card,Completed,109.29,0
8972,588,88,2024-06-14,3,10.0,UPI,Completed,143.54,0
8973,2620,133,2023-02-07,4,20.0,UPI,Completed,48.99,0
8974,7765,260,2024-11-21,1,0.0,Card,Completed,105.96,0
8975,5488,179,2023-06-28,2,10.0,UPI,Completed,102.57,0
8976,6224,289,2024-03-20,2,0.0,Card,Completed,146.33,0
8977,6006,115,2023-09-07,3,0.0,NetBanking,Completed,110.38,0
8978,1196,287,2024-08-03,1,10.0,Card,Completed,60.26,0
8979,4354,83,2023-10-14,1,,UPI,Completed,129.15,0
8980,2327,237,2023-08-27,2,0.0,UPI,Completed,103.6,0
8981,6648,239,2024-04-02,3,20.0,Card,Completed,117.94,0
8982,5853,66,2023-07-18,4,15.0,UPI,Completed,146.26,0
8983,2606,148,2024-09-06,2,10.0,COD,Completed,46.82,0
8984,2539,204,2024-04-26,2,0.0,COD,Completed,122.64,0
8985,5705,114,2023-01-16,4,5.0,NetBanking,Completed,52.29,1
8986,566,189,2024-06-16,3,20.0,NetBanking,Failed,119.72,0
8987,1757,292,2024-07-09,3,15.0,UPI,Completed,58.0,1
8988,4076,84,2023-07-29,4,0.0,COD,Failed,112.46,0
8989,1361,276,2024-09-05,4,0.0,UPI,Completed,140.75,0
8990,2569,100,2023-08-17,2,15.0,NetBanking,Completed,69.39,0
8991,2374,274,2023-01-26,4,5.0,NetBanking,Completed,103.32,0
8992,1196,198,2024-11-19,3,5.0,NetBanking,Completed,,1
8993,2132,34,2024-11-14,4,5.0,Card,Failed,46.08,0
8994,2889,79,2023-08-20,4,15.0,NetBanking,Completed,66.52,0
8995,5644,131,2024-02-20,3,5.0,COD,Refunded,138.74,0
8996,5601,72,2024-02-27,3,15.0,UPI,Completed,69.22,1
8997,1568,243,2023-06-19,1,20.0,Card,Completed,40.26,0
8998,7586,139,2023-07-08,3,0.0,NetBanking,Completed,70.54,0
8999,3411,174,2024-06-23,2,30.0,Card,Completed,67.3,0
9000,7969,17,2023-02-18,4,5.0,Card,Completed,111.37,0
9001,2368,47,2023-03-05,2,20.0,UPI,Completed,69.2,1
9002,6448,30,2023-09-14,1,10.0,Card,Completed,105.78,0
9003,3344,40,2024-07-01,2,10.0,COD,Completed,136.04,0
9004,6834,199,2023-01-23,4,15.0,Card,Completed,138.4,1
9005,7282,156,2024-11-26,4,0.0,COD,Completed,91.79,0
9006,6551,284,2024-08-06,2,5.0,NetBanking,Completed,48.44,0
9007,3098,59,2023-07-07,3,5.0,COD,Completed,121.03,0
9008,1261,214,2024-12-04,2,20.0,NetBanking,Completed,111.55,0
9009,1334,263,2024-09-14,2,0.0,COD,Completed,144.32,0
9010,6828,24,2023-02-20,3,5.0,UPI,Refunded,64.56,0
9011,4329,297,2023-01-07,1,5.0,Card,Completed,109.09,0
9012,7166,239,2024-08-08,1,0.0,COD,Completed,62.02,0
9013,4645,54,2024-04-21,4,5.0,Card,Completed,149.99,0
9014,3337,270,2024-10-18,3,5.0,COD,Completed,53.46,0
9015,3085,172,2024-05-16,3,0.0,Card,Completed,110.06,0
9016,6640,209,2023-11-28,4,20.0,COD,Completed,43.37,0
9017,3388,45,2024-03-11,1,20.0,COD,Completed,109.3,0
9018,4714,250,2024-01-13,1,10.0,NetBanking,Completed,106.75,0
9019,7806,7,2023-01-01,1,30.0,COD,Completed,58.01,0
9020,6992,259,2024-02-01,1,20.0,Card,Completed,113.47,0
9021,5102,88,2024-01-15,1,0.0,UPI,Failed,115.9,0
9022,2432,189,2023-11-11,1,0.0,Card,Completed,79.77,0
9023,1017,30,2024-09-30,1,0.0,Card,Completed,103.13,0
9024,642,5,2024-08-27,1,0.0,COD,Completed,54.07,0
9025,4063,200,2023-11-10,4,10.0,COD,Completed,63.16,0
9026,316,7,2024-11-10,2,15.0,UPI,Completed,73.28,0
9027,2304,167,2023-10-29,3,20.0,UPI,Completed,49.54,0
9028,441,171,2023-12-22,2,20.0,Card,Completed,114.03,0
9029,1139,28,2023-12-23,1,0.0,NetBanking,Completed,96.61,0
9030,6443,108,2023-03-19,3,0.0,NetBanking,Completed,143.58,0
9031,915,147,2023-06-01,3,5.0,UPI,Completed,94.96,0
9032,5244,284,2024-12-22,3,30.0,COD,Completed,111.27,0
9033,2304,99,2023-06-29,2,10.0,COD,Completed,141.36,0
9034,6795,76,2024-08-11,3,10.0,Card,Failed,73.41,0
9035,5838,92,2023-06-30,1,15.0,Card,Completed,124.35,0
9036,4143,230,2024-10-13,3,0.0,NetBanking,Completed,43.1,0
9037,5849,198,2023-08-20,1,15.0,NetBanking,Completed,93.16,0
9038,5951,147,2023-10-14,2,20.0,COD,Completed,72.01,0
9039,7047,64,2024-06-27,1,5.0,Card,Completed,42.29,0
9040,6607,50,2024-05-09,2,5.0,COD,Completed,46.88,0
9041,3422,10,2023-02-22,2,0.0,UPI,Completed,120.72,0
9042,5243,225,2023-08-21,4,0.0,Card,Completed,103.28,0
9043,2079,82,2023-04-08,2,30.0,UPI,Completed,72.65,0
9044,6104,182,2024-10-10,1,0.0,Card,Completed,78.47,0
9045,4151,10,2023-07-17,2,20.0,Card,Completed,115.08,1
9046,2201,235,2023-02-16,1,10.0,UPI,Completed,123.9,0
9047,4552,233,2024-10-05,3,30.0,COD,Completed,46.36,0
9048,6430,235,2023-04-17,3,10.0,UPI,Completed,137.38,0
9049,36,34,2024-08-13,4,20.0,Card,Completed,106.68,1
9050,818,43,2023-11-27,1,5.0,Card,Completed,127.4,0
9051,6030,133,2024-09-22,3,0.0,NetBanking,Completed,87.66,0
9052,5917,113,2024-06-26,1,15.0,Card,Completed,91.81,0
9053,1947,54,2023-03-03,3,20.0,UPI,Completed,103.19,0
9054,3957,142,2023-10-21,1,0.0,Card,Refunded,43.28,0
9055,4352,49,2023-02-05,1,10.0,Card,Completed,144.8,1
9056,2226,267,2023-11-04,1,15.0,Card,Completed,143.65,0
9057,7716,159,2024-08-08,2,15.0,NetBanking,Completed,116.08,0
9058,3326,138,2024-08-28,4,0.0,UPI,Completed,98.09,0
9059,508,21,2023-12-28,2,20.0,UPI,Completed,56.66,0
9060,3746,254,2023-05-23,4,5.0,COD,Completed,91.96,0
9061,4117,223,2023-09-14,3,5.0,COD,Completed,144.98,1
9062,3878,203,2024-11-23,4,0.0,Card,Completed,75.81,0
9063,6219,107,2023-04-26,4,10.0,NetBanking,Completed,69.34,0
9064,4815,74,2024-08-03,1,5.0,COD,Completed,60.18,0
9065,460,20,2023-11-12,3,20.0,UPI,Completed,51.64,0
9066,6104,277,2024-06-19,2,0.0,Card,Completed,63.95,0
9067,5298,57,2023-06-08,3,5.0,Card,Completed,67.89,0
9068,1406,57,2024-02-15,4,5.0,UPI,Completed,61.66,1
9069,4096,69,2024-06-14,4,20.0,Card,Completed,106.41,0
9070,5157,198,2023-08-17,2,0.0,NetBanking,Completed,131.65,0
9071,6091,152,2023-01-12,2,30.0,COD,Refunded,105.02,0
9072,7288,208,2023-12-09,2,20.0,Card,Completed,139.39,1
9073,2037,188,2024-08-16,2,20.0,Card,Completed,69.17,0
9074,6035,151,2023-01-21,1,10.0,COD,Completed,136.01,0
9075,2678,47,2023-05-02,4,30.0,UPI,Completed,52.44,0
9076,6145,208,2023-01-19,3,5.0,Card,Completed,93.07,1
9077,1745,243,2023-01-17,3,5.0,COD,Completed,112.42,1
9078,2984,180,2023-03-14,3,15.0,Card,Completed,131.69,0
9079,2359,141,2024-07-19,1,15.0,Card,Completed,137.21,0
9080,1232,237,2023-07-09,2,20.0,UPI,Completed,40.16,0
9081,1178,8,2024-10-07,3,15.0,NetBanking,Completed,71.3,0
9082,762,102,2024-10-19,1,15.0,Card,Completed,121.36,0
9083,4779,160,2024-09-27,2,20.0,UPI,Refunded,75.43,0
9084,6459,145,2024-08-20,2,30.0,Card,Completed,132.51,0
9085,2355,5,2024-11-25,2,10.0,UPI,Completed,78.52,0
9086,5624,94,2024-04-10,3,10.0,NetBanking,Failed,75.61,0
9087,4715,217,2023-10-04,2,0.0,COD,Refunded,65.59,0
9088,3727,172,2023-10-03,3,5.0,NetBanking,Completed,138.85,0
9089,1544,138,2023-07-12,2,10.0,COD,Completed,41.34,0
9090,3678,156,2023-06-07,4,0.0,UPI,Completed,147.89,1
9091,1934,261,2023-05-30,2,30.0,Card,Completed,69.47,1
9092,3169,300,2023-11-05,3,0.0,Card,Completed,114.2,0
9093,3562,159,2024-08-27,4,30.0,NetBanking,Completed,140.37,0
9094,4103,272,2023-08-20,3,0.0,UPI,Completed,113.61,0
9095,3858,123,2023-09-19,2,15.0,COD,Completed,101.36,0
9096,7180,279,2024-12-26,3,10.0,Card,Completed,100.07,0
9097,6658,21,2023-10-21,3,0.0,UPI,Completed,106.33,0
9098,4018,279,2023-11-18,3,0.0,COD,Failed,77.77,0
9099,4445,208,2024-04-29,1,30.0,Card,Completed,123.87,0
9100,2965,118,2023-05-15,1,10.0,NetBanking,Completed,97.95,0
9101,1031,123,2023-04-06,1,20.0,UPI,Completed,128.77,0
9102,2548,201,2023-02-01,1,20.0,COD,Completed,42.21,0
9103,2523,91,2024-08-06,2,0.0,Card,Completed,84.6,0
9104,4620,81,2024-02-19,1,15.0,Card,Completed,110.9,0
9105,1876,216,2024-11-07,3,5.0,NetBanking,Completed,82.97,0
9106,7225,277,2023-11-06,4,0.0,Card,Completed,149.9,0
9107,590,1,2024-02-08,1,10.0,Card,Completed,77.9,0
9108,7754,144,2024-03-30,4,20.0,UPI,Completed,115.3,0
9109,2281,250,2024-06-17,1,,UPI,Failed,138.44,0
9110,6935,171,2024-03-29,4,0.0,Card,Completed,111.99,0
9111,3102,134,2023-03-17,2,10.0,COD,Completed,78.9,0
9112,2415,76,2024-01-07,3,10.0,COD,Completed,61.79,0
9113,3898,112,2023-02-23,1,5.0,NetBanking,Completed,81.11,0
9114,3679,250,2024-11-12,3,10.0,COD,Completed,132.96,0
9115,1844,267,2024-11-16,2,10.0,COD,Completed,102.84,1
9116,4152,96,2023-09-06,1,5.0,Card,Completed,135.27,0
9117,6154,241,2023-10-11,4,30.0,NetBanking,Completed,61.77,1
9118,1939,276,2024-08-24,3,5.0,UPI,Completed,140.23,0
9119,2195,277,2023-09-09,3,15.0,COD,Completed,95.96,0
9120,4460,292,2024-04-01,3,20.0,UPI,Completed,127.56,0
9121,7767,38,2024-07-14,2,0.0,Card,Completed,65.52,0
9122,253,267,2024-02-15,4,0.0,UPI,Completed,90.78,0
9123,7867,274,2023-06-16,3,5.0,UPI,Completed,120.24,0
9124,7084,81,2024-08-26,4,20.0,NetBanking,Completed,70.1,0
9125,7913,98,2024-09-19,2,10.0,UPI,Completed,52.26,0
9126,5373,45,2024-07-21,1,10.0,COD,Completed,45.26,0
9127,1467,154,2023-08-12,3,5.0,NetBanking,Completed,138.69,0
9128,736,134,2024-02-25,4,10.0,Card,Completed,116.96,0
9129,340,43,2023-06-01,2,5.0,Card,Completed,105.36,0
9130,3588,94,2023-10-07,1,20.0,NetBanking,Completed,87.14,0
9131,1377,180,2024-06-25,1,5.0,Card,Completed,50.25,1
9132,4720,256,2023-06-04,2,10.0,Card,Completed,88.58,0
9133,705,242,2024-10-31,2,0.0,NetBanking,Failed,85.31,0
9134,3725,224,2023-04-19,1,5.0,UPI,Completed,147.64,0
9135,4419,17,2024-03-26,2,15.0,NetBanking,Completed,43.53,0
9136,5260,117,2023-05-14,4,,COD,Completed,133.25,0
9137,2909,46,2024-06-02,1,15.0,UPI,Failed,46.05,0
9138,1975,169,2024-01-10,4,0.0,COD,Completed,149.04,0
9139,1469,141,2023-12-07,3,20.0,Card,Completed,85.78,0
9140,2143,214,2024-03-30,3,5.0,UPI,Completed,68.91,0
9141,553,225,2023-09-15,2,15.0,UPI,Completed,101.82,0
9142,3492,178,2024-04-01,2,10.0,Card,Completed,130.93,1
9143,5634,48,2023-07-14,2,5.0,COD,Completed,76.09,0
9144,790,99,2023-05-23,2,5.0,Card,Completed,53.52,0
9145,1174,283,2023-02-04,3,0.0,Card,Failed,106.44,0
9146,553,262,2023-08-01,3,15.0,Card,Completed,127.18,0
9147,3423,58,2023-05-23,1,20.0,COD,Completed,79.89,0
9148,4212,253,2024-06-07,1,0.0,NetBanking,Completed,81.33,0
9149,632,191,2024-11-03,4,20.0,Card,Completed,112.92,0
9150,7405,1,2024-12-10,4,15.0,UPI,Completed,139.93,0
9151,270,235,2024-11-12,3,20.0,NetBanking,Completed,48.77,0
9152,861,284,2024-11-03,2,20.0,Card,Completed,51.31,0
9153,291,285,2023-01-13,2,5.0,NetBanking,Completed,64.69,0
9154,1458,156,2024-01-17,3,0.0,NetBanking,Completed,140.44,0
9155,6153,91,2024-12-06,4,20.0,UPI,Completed,43.55,1
9156,5871,210,2024-06-13,3,15.0,COD,Completed,125.86,0
9157,630,230,2024-09-17,2,0.0,Card,Completed,147.73,0
9158,7008,253,2024-12-21,4,15.0,COD,Completed,146.63,0
9159,7995,243,2023-12-20,1,5.0,UPI,Completed,43.97,0
9160,5944,41,2023-11-08,4,5.0,NetBanking,Completed,92.02,0
9161,475,123,2024-04-21,1,10.0,Card,Completed,77.4,0
9162,7690,197,2024-12-19,1,30.0,UPI,Completed,97.99,0
9163,4633,150,2024-08-29,2,0.0,UPI,Completed,86.44,0
9164,4081,240,2024-03-04,1,0.0,Card,Completed,117.78,0
9165,4781,278,2023-01-30,2,15.0,COD,Completed,62.57,0
9166,1761,43,2024-10-27,4,0.0,COD,Completed,139.44,0
9167,3083,34,2024-10-21,4,30.0,UPI,Completed,142.16,1
9168,4709,114,2024-03-15,4,0.0,COD,Completed,137.41,0
9169,6921,2,2023-01-24,1,10.0,UPI,Completed,122.99,0
9170,3975,238,2023-03-01,3,10.0,Card,Completed,47.78,0
9171,3399,247,2024-03-07,3,5.0,COD,Completed,48.77,1
9172,6050,59,2024-06-11,1,0.0,COD,Completed,102.87,0
9173,6739,36,2024-07-23,3,15.0,COD,Completed,47.02,0
9174,2324,232,2023-03-09,3,20.0,NetBanking,Completed,91.39,0
9175,6514,8,2023-03-08,4,5.0,COD,Completed,108.89,0
9176,3562,161,2024-09-28,3,20.0,Card,Completed,115.3,0
9177,2393,289,2023-07-14,4,20.0,COD,Completed,140.8,0
9178,3845,18,2023-10-21,3,30.0,Card,Completed,49.78,0
9179,2416,64,2023-11-17,4,15.0,Card,Completed,145.14,0
9180,3805,61,2023-09-25,1,5.0,NetBanking,Completed,118.27,1
9181,5431,83,2023-07-30,1,20.0,UPI,Completed,99.66,0
9182,4827,10,2023-08-30,1,10.0,UPI,Completed,103.76,0
9183,1625,106,2023-07-16,1,15.0,UPI,Completed,40.78,0
9184,1509,233,2023-02-12,4,20.0,COD,Completed,94.54,0
9185,4111,222,2024-02-27,2,10.0,COD,Completed,56.63,0
9186,4854,278,2024-04-02,1,15.0,UPI,Completed,83.57,0
9187,6832,39,2023-05-18,4,15.0,COD,Completed,125.67,0
9188,4,286,2023-08-17,4,20.0,NetBanking,Failed,53.06,0
